text	class
Семейная жизнь - это как плавание на корабле, на берегу девки и бухло, а у тебя секс только с поварихой.	пошлый
Самое жестокое кидалово его детства - это несоответствие запаха клубничного мыла его вкусу.	бытовой
В стране, где каждый день Хеллоуин, бессмысленно отмечать его раз в году.	политический
В стране, где каждый день Хеллоуин, бессмысленно отмечать его раз в году.	бытовой
Хозяюшке на заметочку: извиниться перед гостями за то, что не убрано, во много раз легче, чем сделать уборку.	бытовой
Хозяюшке на заметочку: извиниться перед гостями за то, что не убрано, во много раз легче, чем сделать уборку.	другой
Один мой знакомый решил избавиться от интернет-зависимости путем ухода в запой. Надо признать, что эксперимент удался: в среде бомжей вай-фай пока еще большая редкость.	бытовой
Жизнь не надо растягивать, ее нужно наполнять.	бытовой
А что если чиновники заказывают у себя обыски, чтобы похвастаться перед друзьями, потому что просто хвастаться некрасиво?	политический
Если ты радуешься, когда теща вынуждена закрыть рот, ты - мужчина.Если ты радуешься, когда теща вынуждена открыть рот, ты - стоматолог.	бытовой
- Святой отец, а можно вы не будете цокать языком, пока я исповедуюсь?	другой
Я бы конечно хотел проснуться знаменитым, но не раньше обеда.	бытовой
Я бы конечно хотел проснуться знаменитым, но не раньше обеда.	другой
- Что ты делаешь здесь, Михель?- Наблюдаю, откуда русские наступать будут.- А зачем тебе это знать?- Чтобы предупредить своих, в какую сторону бежать.	политический
Разговаривают два кинопродюсера:- Ты прочел новый сценарий о жизни Иисуса?- Да, и финал мне показался совершенно неубедительным: главный герой гибнет, а потом вдруг воскресает.- Да как можно не понимать таких элементарных вещей? Это же специально придумано, чтобы потом можно было сиквел снять.	бытовой
"Мальчик, который прошел ""Марио"", по привычке берет сдачу головой."	другой
Вчера в городском парке города Мухосранска сексуальным маньяком была зверски проигнорирована пенсионерка Марья Ивановна Толстожопова.	пошлый
- Никогда в обществе программистов не говори, что ты альфа-самец.- Это еще почему?- Потому, что для них это означает сильно недоделанный вариант.	бытовой
- Никогда в обществе программистов не говори, что ты альфа-самец.- Это еще почему?- Потому, что для них это означает сильно недоделанный вариант.	другой
Если парашют не раскрылся, то постарайтесь насладиться прелестью полета. Другой такой возможности не представится.	бытовой
"- Внученька, в мои годы наркотики уже не нужны. Чтобы словить ""приход"", достаточно резко встать с дивана."	бытовой
"Лучшей мотивацией учиться, была фраза отца: ""Александр - это защитник по-гречески, так что выбирай: ты либо защищаешь диплом, либо защищаешь родину""."	бытовой
На утро после брачной ночи, дочь подбегает к матери и говорит:- Мам, ты представляшь, у моего Сережки на члене бородавка - кайф такой.- А где доченька, снизу или сверху.- Сверху.- Эх, еще бы одну снизу и две по бокам.Отец, сидя и читая газету:- Вам, бл@дям, волю дай, так вы из х@я кукурузный початок сделаете!	пошлый
Муж приходит домой и говорит жене:- Ах ты, моя сладкоежка! Иди, я купил тебе два килограмма кильки.	бытовой
Портфель поработил пятиклассника Петю и каждый день ездит на нем в школу.	бытовой
- Официант, ваши музыканты играют на заказ?- За ваши деньги, все что угодно...- Вот деньги. Пускай пока я тут ужинаю, сыграют в карты.	бытовой
Приходит пациент к доктору.- Доктор, у меня слишком быстрое семяизвержение.- Снимите штаны и покажите где у вас?- У вас на халате.	пошлый
Мою первую девушку звали Алла, но мы с ней расстались. По иронии судьбы вторую тоже звали Алла и мы тоже с ней расстались. Но теперь друзья меня называют Алкатестером!	другой
Женитьба лишила меня простых холостяцких радостей. Например, найти в пододеяльнике пряник.	бытовой
Ацтеки и инки приносили в жертву богам своих вождей во время эпидемий. Ни на что не намекаю. Просто красивый обычай.	политический
В первую очередь, себя надо оберегать от себя, как от самого близкого к тебе человека, который способен на опасную глупость.	бытовой
- Папа! Что такое диалог?- Это разговор двух людей.- Это так ты разговариваешь с мамой?- Нет - это монолог.	бытовой
"""Мне похудеть бы надо, кстати"" - ворчала Ира за столом. Она сегодня днем с кровати упала сразу с двух сторон."	бытовой
Врачи-психиатры обращаются к больным только на вы, потому что неизвестно сколько их там у каждого.	другой
Врачи-психиатры обращаются к больным только на вы, потому что неизвестно сколько их там у каждого.	бытовой
Может у меня характер тяжелый потому, что золотой?	бытовой
Люди, читающие газеты, сидя на унитазе, готовы к любым новостям.	другой
Скупой платит дважды, а женатый - всегда.	бытовой
В коридоре психиатрической больницы встречаются два врача.- Кстати, коллега, какое сегодня число?- 27 марта, а что?- Да я иду проверять, как больные ориентируются во времени.	другой
Как определить границы Российской Федерации?Наша страна кончается там, где начинаются нормальные дороги!	политический
- Маш, выйди на опушку, покричи на помощь, если никто не прийдет - здесь и будем тр@хаться!	пошлый
- Фима, как вам вчерашний обед у Рабиновичей?- Что вам сказать? Если бы суп был таким же теплым, как вино, вино таким же старым, как гусь, а гусь таким же жирным, как хозяйка, обед был бы совсем неплох.	пошлый
- Фима, как вам вчерашний обед у Рабиновичей?- Что вам сказать? Если бы суп был таким же теплым, как вино, вино таким же старым, как гусь, а гусь таким же жирным, как хозяйка, обед был бы совсем неплох.	другой
- У меня и правда есть к тебе чувства.- Правда?- Да. Я чувствую, что ты мне действуешь на нервы.	бытовой
Интернет, интернет отпусти в туалет, полчаса уже сижу ноги крестиком держу.	другой
У меня сегодня мама поинтересовалась:- Ты какие-нибудь другие способы подготовки к экзаменам, помимо молитвы, знаешь?- Да, знаю - гадания, заговоры.	другой
Политики всегда думают о народе, но никогда не говорят, что именно.	политический
Единственная проблема в первые 30 минут в тренажерном зале в том, что прошло только 2 минуты.	бытовой
Скажи женщине, что она красивая - она поверит тебе ненадолго. Скажи женщине, что она уродина - она поверит тебе навсегда. Вдобавок ты умрешь.	бытовой
- Это правда что вы машину в лотерею выиграли?- Правда. Только не машину, а квартиру. И не в лотерею, а в покер. И не выиграл, а проиграл.	бытовой
- Это правда что вы машину в лотерею выиграли?- Правда. Только не машину, а квартиру. И не в лотерею, а в покер. И не выиграл, а проиграл.	другой
- Что такое обмен мнениями между начальником и подчиненным?- Это когда подчиненный заходит к начальнику со своим мнением, а уходит с мнением начальника.	бытовой
Осознавая проблему приближающегося продовольственного кризиса, глисты дали согласие на употребление человеком продуктов, содержащих ГМО.	другой
"Однажды Эрнст сказал себе: ""Надо создать программу, чтобы ее зрители не соображали, что происходит в мире. Чтобы сделать их размышления о политике примитивными и тупыми. Смогу ли я? Не знаю. Время покажет""."	другой
Умер директор пивоваренного завода. Светлая нефильтрованная память!	бытовой
Умер директор пивоваренного завода. Светлая нефильтрованная память!	другой
Мужчины обычно женятся на надеждах, женщины выходят замуж за обещания. Так как выполнить обещания гораздо легче, чем оправдать чужие надежды, то в жизни больше встречается разочарованных мужчин, чем обманутых женщин.	бытовой
"Плакат рекламы пластиковых окон сегодня на улице видел... Там изображена грустная бабка, смотрящая в окно и слоган рядом: ""Не грусти бабуль, вставим!""."	пошлый
В Риме Сцевола держал руку на огне, показывая стойкость духа, а в России люди целыми толпами остаются в помещении после пожарной тревоги.	другой
В Риме Сцевола держал руку на огне, показывая стойкость духа, а в России люди целыми толпами остаются в помещении после пожарной тревоги.	политический
- Дорогая, а что это за рыба плавает в ухе?- Тебе что, не нравится моя уха?- Успокойся, мне нравится. Мне не нравится, что эта рыба ее ест.	бытовой
Два олигарха:- У тебя охрана сколько человек?- 11 человек. А у тебя?- И у меня. Слушай, может, в футбол сыграем?	другой
Женщина моется в общей ванной коммунальной квартиры, а сосед стал на табурет в коридоре и заглядывает через стеклянный верх двери. Она заметила и говорит:- Ну, чего уставился, голой бабы не видел?- Нужна ты мне! Я смотрю, чьим мылом ты моешься!	пошлый
Женщина моется в общей ванной коммунальной квартиры, а сосед стал на табурет в коридоре и заглядывает через стеклянный верх двери. Она заметила и говорит:- Ну, чего уставился, голой бабы не видел?- Нужна ты мне! Я смотрю, чьим мылом ты моешься!	бытовой
- Летом в России лучше всего жить в средней полосе. Осенью в России лучше всего жить на юге.- А зимой?- А зимой в России лучше всего жить не в России!	бытовой
- Что получится, если скрестить вампира и карлика?- Существо, которое сосет кровь из ваших коленок.	бытовой
Может, стоит начать вести более спортивный образ жизни: ходить в спорт-бары вместо обычных.	бытовой
"- Девушка, а девушка, а сколько вам лет?- ""Мишки Гамми"" смотрел?- Нет, а кто это?- А я смотрела..."	бытовой
Подскажите, где купить билет в Россию? В ту, которая по телевизору.	политический
Теперь о супергероях: Человек-герпес угрожает Андрею Губину.	пошлый
- А что будет, если я подберу пароль к твоему е-мейлу?- Схлопочешь по е-бейлу.	другой
- А что будет, если я подберу пароль к твоему е-мейлу?- Схлопочешь по е-бейлу.	бытовой
На МКС починили туалет. Космонавтам больше не придется выходить в открытый космос.	бытовой
На МКС починили туалет. Космонавтам больше не придется выходить в открытый космос.	другой
Если обмотать шаурму не лавашем, а подорожником - мясушко заживет и убежит домой...	другой
Говорят, когда Шойгу, въезжая 9 мая на Красную Площадь, снял фуражку и перекрестился, Сталин перевернулся в гробу, а из Мавзолея Ленина послышался мат.	политический
Говорят, когда Шойгу, въезжая 9 мая на Красную Площадь, снял фуражку и перекрестился, Сталин перевернулся в гробу, а из Мавзолея Ленина послышался мат.	другой
У нас с друзьями есть хорошая традиция: каждый год 31 декабря мы все ходим... А вот 1 января мы уже не ходим.	бытовой
Наконец-то я сегодня смог расслабиться и отдохнуть в моральном, интеллектуальном, физическом, сексуальном и любом другом смысле этого слова - отпуск закончился, и я снова вышел на работу.	бытовой
Вот уже три года Штирлиц сидел за столиком и ждал официанта. Это была привычка, выработанная в нем официантом.	другой
Если ваш начальник заговорил с вами вежливо, значит, кого-то из вас двоих скоро уволят.	бытовой
Я проснулся в понедельник, чтобы во вторник пойти на работу, но в среду я узнал, что в четверг будет дождь, и тогда в пятницу я подумал: зачем идти работать в субботу, если в воскресенье выходной?	бытовой
По дыркам на ремне полковника полиции можно проследить его карьерный рост.	бытовой
- Там в холодильнике две сосиски, тебе принести?- Принеси одну.- А почему одну?- Хочу поделиться со мной завтрашним.	бытовой
Ну поймите, если вы не будете содержать яхты Путина, Сечина, Дерипаски и Усманова, вам придется содержать Шестой американский флот! Это гораздо дешевле, но не патриотично.	политический
Кто же мог предположить, что вслед за развитым социализмом грядет рабогалернический строй?	политический
"Идет экскурсия по крейсеру ""Аврора"". Один экскурсант заинтересовался:- А почему около пушки стоит часовой?Экскурсовод:- Чтобы какой-нибудь мудак опять не выстрелил."	бытовой
"Идет экскурсия по крейсеру ""Аврора"". Один экскурсант заинтересовался:- А почему около пушки стоит часовой?Экскурсовод:- Чтобы какой-нибудь мудак опять не выстрелил."	другой
Кстати, напомню: по существующим законам, если секс продолжается более двух часов, вас обязаны кормить.	пошлый
- Катенька, ты почему хочешь стать хирургом, если боишься даже боли во время уколов.- Мамочка, я же не себе буду делать больно.	другой
"""Ты должен"" - убивает эта фраза. То, что я должен, записано в налоговом кодексе, все, что не должен - в уголовном. Остальное - на мое усмотрение."	бытовой
"""Ты должен"" - убивает эта фраза. То, что я должен, записано в налоговом кодексе, все, что не должен - в уголовном. Остальное - на мое усмотрение."	политический
Характер женщины должен быть не твердый, как скала, и не податливый, как тесто, а мягкий, но упругий, как женская грудь. А характер мужчины должен быть твердый, когда нужно, а в остальное время философски расслабленный.	бытовой
Характер женщины должен быть не твердый, как скала, и не податливый, как тесто, а мягкий, но упругий, как женская грудь. А характер мужчины должен быть твердый, когда нужно, а в остальное время философски расслабленный.	пошлый
Я далеко не бедный человек. Далеко - это в Африке.	другой
Тупые люди, как тупые ножи: вроде и особого вреда причинить не могут, но бесят!	бытовой
Мама с маленьким сыном подходят к банкомату, мама получает из него деньги. Сынуля с округленными глазами:- Мама, а как наш папа туда залез?!	бытовой
"Моя жена о чем-то долго думала, что-то писала на бумажке, считала на калькуляторе, спрашивала у меня, сколько дней осталось до Нового года. А потом неожиданно спросила: ""А что ты мне подаришь на 8 Марта?""."	бытовой
"Моя жена о чем-то долго думала, что-то писала на бумажке, считала на калькуляторе, спрашивала у меня, сколько дней осталось до Нового года. А потом неожиданно спросила: ""А что ты мне подаришь на 8 Марта?""."	другой
- Сержант Петров! Откройте свой бумажник!- Может, багажник?- Ах да, точно, всегда опережаю события!	другой
- Сержант Петров! Откройте свой бумажник!- Может, багажник?- Ах да, точно, всегда опережаю события!	бытовой
- Сержант Петров! Откройте свой бумажник!- Может, багажник?- Ах да, точно, всегда опережаю события!	политический
Зря говорят, что семечки, это как наркотик. Это как алкоголь - именно поэтому они тоже стаканами измеряются.	бытовой
Поющих под фанеру надо называть исполняющий обязанности певца.	другой
Поющих под фанеру надо называть исполняющий обязанности певца.	бытовой
Не клюет - это когда накопал червей, а их хватило на весь сезон.	бытовой
Бабушка успокаивает пятнадцатилетнюю внучку:- Подумаешь, прыщики у нее на лице! У некоторых они вон, вместо сисек...	пошлый
Дай человеку рыбу, и он запостит ее в инстаграм. Научи человека рыбачить, и он отдельный блог для этого заведет.	другой
В столовой:- А суп есть?- Есть один.- Какой?- Гороховый рассольник.- Это же два супа?- Теперь один, нам кастрюля нужна была.	бытовой
Первое правило клуба прокрастинаторов: создать наконец-то клуб.	другой
"Ничто в доме не хранится столь трепетно, как ненужный хлам под названием ""вдруг пригодится?""."	бытовой
"Ничто в доме не хранится столь трепетно, как ненужный хлам под названием ""вдруг пригодится?""."	другой
В Киеве, разговор по телефону с мамой:- Ты в шапке?- Да, мама, не волнуйся: в шапке, в каске, с противогазом!	политический
В Киеве, разговор по телефону с мамой:- Ты в шапке?- Да, мама, не волнуйся: в шапке, в каске, с противогазом!	другой
- Официант, у меня в супе муха!- Не волнуйтесь, паук на хлебе ее обязательно поймает.	другой
- Официант, у меня в супе муха!- Не волнуйтесь, паук на хлебе ее обязательно поймает.	бытовой
В жизни каждого человека есть два самых важных дня: первый - когда он родился, второй - когда понял, зачем.	другой
Бабушка с плохим зрением так любит кошек, что 3 дня отпаивала молоком выброшенную шапку.	бытовой
Если вы договариваетесь с собой - это эгоизм, если нет - шизофрения.	бытовой
Внучка сделала открытие! По ее мнению, дни от тепла летом удлиняются, а зимой от холода укорачиваются.	бытовой
Минский метрополитен тоже готовит свои шутки к 1 апреля. Теперь перила и ступеньки будут ездить в разные стороны.	бытовой
"Песков заявил, что понятия кровной мести в правовом поле нет. А про себя подумал: ""Потому что нет и правового поля""."	политический
Интересно, антипрививочники ставят антивирус на компьютер или они только своих детей ненавидят?	бытовой
- Внучек, у вас рыба свежая?- Ну, бабуль, конечно, свежая. Она же живая.- Я - тоже живая.	другой
Если во время бессонницы вместо овец считать красивых знакомых девушек, то вы точно не заснете.	пошлый
- Санитар, куда мы едем?- В морг.- Так я же еще не умер!- Так мы еще и не приехали...	другой
- Санитар, куда мы едем?- В морг.- Так я же еще не умер!- Так мы еще и не приехали...	бытовой
Директор фирмы наткнулся на объявление по продаже того же, чем торгует он сам, только дешевле и решил позвонить. И узнал голос сторожа со своего склада.	бытовой
- Как вы посмели ударить полицейского?- Да это же мой одноклассник!- Это не имеет значения. К должностному лицу следует относиться уважительно, даже если это ваш отец.	бытовой
Пикеты владельцев невыигравших лотерейных билетов прошли сегодня в Москве.	другой
Когда я ем - я глух и нем.Когда я пью - я гораздо коммуникабельней.	другой
Когда я ем - я глух и нем.Когда я пью - я гораздо коммуникабельней.	бытовой
Жили-были старик со старухой, и жили они настолько долго, что четыре квартиры, три автомобиля и загородный дом, достались им в наследство от правнуков.	бытовой
- Девушка, а что вы делаете в субботу вечером?- Позвоните в воскресенье. Я расскажу...	бытовой
Может Путина даже еще и наградят за спасение Навального. Секретно конечно. ЦРУ как никак.	политический
Приходит пациент к врачу и начинает жаловаться. И то болит, и другое болит. Врач ему и говорит:- Вам надо срочно бросать курить, пить только по большим праздникам и в меру. Не задерживаться на работе. Приходить домой не позже семи часов вечера.- Достаточно, доктор, остальное мне расскажет жена.	другой
А ведь я мог бы быть богатым, будь у меня деньги.	бытовой
Благовоспитанная девушка из консервативной семьи прогуливается в парке вечером, садится на скамейку. Тут подходит бомж:- И не стыдно, девушка?- Мужчина, я приличная девушка, за что это вдруг?- Приличные девушки на чужих кроватях не сидят!	бытовой
Чем больше тебе пофиг, тем счастливее ты будешь.	бытовой
Чемпионат мира по дартсу был прерван внезапно открывшейся дверью.	другой
- А насколько больно делать тату?- Ну, как, терпимо, но смотря где делаешь.- В Челябинске, а что?	бытовой
Вы верите в любовь с первого взгляда, или мне пройти мимо Вас еще раз?	бытовой
Грузин запустил руку в штаны и чешет там с удовольствием. Другой его спрашивает:- Што, дарагой, канец чешешь?- Нет, середину...	пошлый
- Что случилось с Петровым? Почему он не ходит на рыбалку?- А, он женился на той девушке, помнишь, которую вытащил из реки, когда она тонула.- Так, а на рыбалку-то почему не ходит?- А он теперь воды боится!	бытовой
- Алло, а это клуб переспрашивающих мудаков?- Переспрашивающих мудаков?	другой
Планшет был изобретен для того, чтобы люди, наконец, перестали сидеть в интернете, и начали в нем лежать.	бытовой
"Пациент рассказывает:- Когда я был ребенком, врач мне сказал: ""Не перестанешь грызть ногти - вырастешь идиотом"".- И почему же Вы не перестали?"	бытовой
"Пациент рассказывает:- Когда я был ребенком, врач мне сказал: ""Не перестанешь грызть ногти - вырастешь идиотом"".- И почему же Вы не перестали?"	другой
- Ты видел? Она мне улыбнулась...- Не переживай, я когда тебя увидел месяц ржал!	бытовой
- Ты видел? Она мне улыбнулась...- Не переживай, я когда тебя увидел месяц ржал!	другой
Студента после экзамена спрашивают одногрупники:- Ну как, сдал?- Сдал. Уж он меня топил, топил, а я выплыл.Преподаватель после экзамена про этого же студента своим коллегам:- Уж я его тянул, тянул, еле вытянул.	бытовой
"Калий, натрий и фосфат, вместе мы ""Фруктовый Сад""!"	бытовой
"Калий, натрий и фосфат, вместе мы ""Фруктовый Сад""!"	другой
Прикольная сейчас мода у молодежи: голые щиколотки, а на шее плед. Он, видимо, нужен, чтобы впитывать сопли. Другого объяснения я не нашел.	бытовой
- Дети, что мы получим, если разделим шесть человек пополам?- Три.- Нет. Мы получим срок за групповое убийство.	другой
Познакомлюсь с высоким брюнетом до 40 лет, спортивного телосложения, с чувством юмора, обеспеченным, с автомобилем. О себе: 47 лет, рост 163, вес 88, курю, люблю выпить, имею небольшой доход, есть дети, живем вместе с мамой в общежитии. Где ты мой Мурзик?	другой
Встречаются два охотника. Один говорит:- Я теперь на лису с хомячком хожу!- А почему с хомячком?- Берешь хомячка, даешь ему бутылку водки и пускаешь в нору к лисе!- И что?- И через 15 минут они покурить выходят!	бытовой
Встречаются два охотника. Один говорит:- Я теперь на лису с хомячком хожу!- А почему с хомячком?- Берешь хомячка, даешь ему бутылку водки и пускаешь в нору к лисе!- И что?- И через 15 минут они покурить выходят!	пошлый
"Заболела, пошла к врачу в поликлинику. Сижу в очереди - насморк, кашель... Вопрос бабульки: ""Зачем больная еще и сюда приперлась?"" поставил в тупик."	бытовой
"Заболела, пошла к врачу в поликлинику. Сижу в очереди - насморк, кашель... Вопрос бабульки: ""Зачем больная еще и сюда приперлась?"" поставил в тупик."	другой
Мальчик Витя не может уснуть, потому что боится, что мама смоет его в унитаз, как уснувших рыбок.	бытовой
Это была явно не русская женщина - выбегая из горящей избы, она попала под коня.	политический
Это была явно не русская женщина - выбегая из горящей избы, она попала под коня.	другой
Это была явно не русская женщина - выбегая из горящей избы, она попала под коня.	бытовой
Главные враги шампанского - шоколад и губная помада.Шоколад полностью убивает вкус напитка, а вещества, входящие в состав помады, нейтрализуют тонкость букета. Пейте водку!	другой
- Милая, деньги в кармане пиджака. Возьми, сколько тебе надо.Жена, покопавшись по карманам:- Еще столько же надо!	бытовой
"Стало известно, за что Лавров обозвал саудовского министра ""дебилом"" - тот сказал, что нефтедоллары нужно не разворовывать, а вкладывать в развитие страны..."	политический
Независимо от модели гаджета, у каждого гражданина РФ есть простой и быстрый доступ к камере.	политический
"Всегда учу внука быть джентльменом. Как-то выходим из ТЦ, внук прорывается вперед, открывает дверь перед группой пожилых леди и кричит мне: ""Деда, смотри, я, как джентльмен, держу дверь для кучки старух!""."	бытовой
Не в деньгах счастье - человек, имеющий десять миллионов долларов, может быть ничуть не счастливее человека, имеющего девять.	бытовой
Не в деньгах счастье - человек, имеющий десять миллионов долларов, может быть ничуть не счастливее человека, имеющего девять.	другой
Ничто так не указывает на материальность мысли, как эрекция.	пошлый
Каждого, кто отведает ее стряпню, ждет казнь на керамическом стуле...	бытовой
- Что нового?- Сражаюсь с алкоголизмом!- Судя по всему, плечом к плечу?- Пока так.	бытовой
- Что нового?- Сражаюсь с алкоголизмом!- Судя по всему, плечом к плечу?- Пока так.	другой
Христианство поставило крест на всех предыдущих религиях.	другой
Христианство поставило крест на всех предыдущих религиях.	политический
Знаете, почему Кубу называют островом свободы?По местному преданию именно на нем провел свои счастливейшие 28 лет до женитьбы Робинзон Крузо.	бытовой
Поручик Ржевский на последней вечеринке мутил воду. Воду в фонтане долго пришлось промывать.	бытовой
Кащей Бессмертный решил прогуляться по лесу. Охрипли три кукушки.	бытовой
Кащей Бессмертный решил прогуляться по лесу. Охрипли три кукушки.	другой
- Как тебе новая секретарша?- Английского не знает, но языком владеет в совершенстве...	пошлый
Вернулись с супругой из магазина. Достаю из пакета пироженки с кремом, а из них крем выдавился, я и говорю:- И чо это оно лезет?А жена мне:- Был бы ты акушером, это была бы твоя коронная фраза!	другой
Вернулись с супругой из магазина. Достаю из пакета пироженки с кремом, а из них крем выдавился, я и говорю:- И чо это оно лезет?А жена мне:- Был бы ты акушером, это была бы твоя коронная фраза!	бытовой
"Письмо из детского спортлагеря: ""Дорогие родители, живу я хорошо. Вчера у нас были соревнования по боксу. Зубную щетку, пасту и другие ненужные предметы высылаю домой""."	бытовой
- Николай Петрович, можно мне двух крепких мальчиков?- Вам, наверное, что-то тяжелое надо перенести?- Да, разлуку...	пошлый
Каждый третий американец страдает от ожирения. А каждый второй-плюнул и радуется жизни.	политический
Я все больше убеждаюсь, что у некоторых людей голова - это декоративное приложение к жопе.	пошлый
Никогда не доверяйте человеку, у которого ничего нет. Ему нечего и некого будет продать кроме вас.	другой
Власти хотят сократить число бедных.Черт, мне страшно...	политический
В детском саду:- Ребята, кем вы хотите стать в будущем?- Я - бизнесменом, они богатые.- Я - артистом, суперзвездой...- А я хочу быть хреном - он все знает!	бытовой
Идет пара по темной подворотне. Вдруг навстречу выходят три амбала:- Сигареты есть?- Дорогая, беги!- Сам беги! Почему, как за сигаретами, так сразу я?	другой
Утверждение, что джентльменов не встретишь в наше время, несправедливо! Сегодня я, например, видела, как мужчина держал зонт над женой, пока та меняла колесо.	бытовой
Мужчины - проблемы лишь для глупых женщин, для умных же они - решение проблем.	бытовой
- Владимир Владимирович, почему в России непрерывно все дорожает?- Здесь вы абсолютно неправы, вот рубль, например, дешевеет!	политический
Коротко об инфляции:- Дайте, пожалуйста, рублевый пакетик.- С вас 2 рубля.	политический
Стал похож на пельмень - кожа бледная, а внутри мясо.	бытовой
Ни что так не сплачивает и не объединяет давно не видевшихся родственников, как совместный поход к нотариусу.	бытовой
Если обычный человек перестал бриться и сменил костюм на майку в пятнах и рваные джинсы, возможно, он потерял хорошую работу.Если дизайнер перестал бриться и сменил костюм на майку в пятнах и рваные джинсы, он только что нашел хорошую работу.	другой
"Надпись в маршрутке: ""Тише скажешь - дальше выйдешь!""."	бытовой
- Доктор, а почему у меня борода не растет?- Все закономерно: вы же женщина...- Я еще и женщина?	другой
"На столе лежат две книги: тонкая и толстая. На тонкой написано: ""Логика"". На толстой: ""Женская логика. Том первый""."	бытовой
"На столе лежат две книги: тонкая и толстая. На тонкой написано: ""Логика"". На толстой: ""Женская логика. Том первый""."	другой
- Привет! Что было хорошего, пока меня не было?- Все было хорошо, пока тебя не было.	другой
"Самая распространенная фраза в первую брачную ночь: ""И здесь всего 500 рублей, а еще друзья называются""."	бытовой
Ум - это способность находить убедительные оправдания собственной глупости.	другой
Иногда Пугачева поддается возрастным традициям и называет проходящего мимо Галкина наркоманом.	бытовой
"Просьба к родителям: ""Делая детей, доделывайте их до конца""."	пошлый
"Просьба к родителям: ""Делая детей, доделывайте их до конца""."	бытовой
- Как вам не стыдно! Люди кругом, а вы селфи делаете!- Извините, очень захотелось.- Захотелось, блин. До туалета нельзя было дотерпеть?	бытовой
- Ты вчера выиграл крупную сумму, на что их потратишь?- Если хватит денег куплю квартиру в Москве, а если не хватит, тогда приобрету остров в теплых краях!	бытовой
Хитроумный отец, чтобы скрыть грязь на обоях в углу, по приходу гостей поставил туда своего сына.	бытовой
Российские ученые выяснили, что на сельских дискотеках шансы забеременеть и умереть примерно равны.	бытовой
Не верь, не бойся, не проси - азы вождения автомобиля в городе Москве.	бытовой
Встретились два экстрасенса. Один спрашивает у второго:- Ну, и как мои дела?	другой
Встретились два экстрасенса. Один спрашивает у второго:- Ну, и как мои дела?	бытовой
- Специалисты утверждают, что зарплата у населения растет.- А население говорит, что нет.- Но ведь они же не специалисты...	политический
- Специалисты утверждают, что зарплата у населения растет.- А население говорит, что нет.- Но ведь они же не специалисты...	бытовой
- Девушка, а вы мне отдадитесь за 100 баксов?- Вам завернуть?- Что завернуть?- Губу...	пошлый
В Австралии свинья украла 18 банок пива, напилась и подралась с коровой.	другой
Врач говорит пациенту:- У меня для Вас две новости: одна плохая, а другая - хорошая.- Тогда начнем с плохой.- Вам нужно ампутировать ноги, а хорошая новость - у меня есть покупатель для ваших кроссовок.	бытовой
Альтист целый месяц дирижировал оркестром вместо заболевшего дирижера. Когда дирижер выздоровел, альтист сел на свое место. Сосед его спрашивает:- Где ты пропадал столько времени, болел что ли?	бытовой
Садится в такси бабка с автоматом в руках. Обалдевший таксист:- Бабуля, а автомат то тебе зачем?- Так насилуют!- Старая, да кто же тебя насиловать то будет?Бабка передергивает затвор автомата и говорит:- Милок, да ты и будешь!	пошлый
Если у мужчины родился сын, то он становится отцом, а если родилась дочка - он становится папулей...	бытовой
- Моня, тут в интернетах пишут, что в России заложили новый авианосец. Вы таки не знаете в какой ломбард?	другой
- Моня, тут в интернетах пишут, что в России заложили новый авианосец. Вы таки не знаете в какой ломбард?	политический
Встретились новый русский и студент.Студент жалуется:- Денег мало, голодаю - последние 3 дня совсем ничего не ел!Новый русский:- Ну-у, брат, заставлять себя надо!	политический
Встретились новый русский и студент.Студент жалуется:- Денег мало, голодаю - последние 3 дня совсем ничего не ел!Новый русский:- Ну-у, брат, заставлять себя надо!	другой
Объявление в санатории:- Снижены цены на терапию голоданием, узнать подробности можно в тринадцатом кабинете.	бытовой
Если еврей сказал, что не брал, значит он не отдаст.	политический
Русская народная примета: что в мире ни случается - это к росту цен!	бытовой
Русская народная примета: что в мире ни случается - это к росту цен!	политический
"В лаборатории органической химии фраза ""Что ты гонишь?"" приобретает иной смысл."	бытовой
С ребенком в кинотеатре на мультфильме. Перед началом сеанса идет реклама - трейлеры. Надпись - ограничение по возрасту 0+.Тут начинается сам мультфильм, надпись - ограничение по возрасту 6+. Рядом мальчик заелозил, руки потирает:- О! 6+, вот сейчас трэш начнется!	бытовой
"Знакомая при попытке объяснить знак ""/"" на словах выдала фразу: ""Ну этот, хай гитлер вправо""."	бытовой
"""Почта России"" начнет торговать книгами, и это правильно. Заказал новинку - получил классику."	другой
"""Почта России"" начнет торговать книгами, и это правильно. Заказал новинку - получил классику."	бытовой
Последние пару лет на работе беру отгул на 1 сентября.Посыпаюсь в 8 утра и присаживаюсь у окна.Мимо проходят хмурые школьники, которым я все лето завидовал, что у них каникулы, а я такой в теплом пледике и с рюмочкой коньячка...	бытовой
- Я слышал, Сема, что ты выдаешь дочь за сына соседа, с которым уже несколько лет не разговариваешь.- Да. Это единственный способ отомстить ему.	бытовой
- Я слышал, Сема, что ты выдаешь дочь за сына соседа, с которым уже несколько лет не разговариваешь.- Да. Это единственный способ отомстить ему.	другой
Алкоголик, глядя на березу:- Мне бы столько почек.	бытовой
